MODELYEAR,MAKE,MODEL,VEHICLECLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUELTYPE,Total Fuel Consumption(MPG),CO2EMISSIONS
2014,SUBARU,IMPREZA AWD,COMPACT,2.5,4,M5,Z,25,258
2014,SUBARU,IMPREZA AWD,COMPACT,2.5,4,M6,Z,23,288
2014,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2,4,AV,X,36,179
2014,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2,4,M5,X,33,196
2014,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.5,4,M5,Z,25,258
2014,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.5,4,M6,Z,23,288
2014,SUBARU,LEGACY AWD,MID-SIZE,2.5,4,AV,X,33,198
2014,SUBARU,LEGACY AWD,MID-SIZE,2.5,4,M6,X,29,228
2014,SUBARU,LEGACY AWD,MID-SIZE,3.6,6,AS5,X,24,267
2014,SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,AV,X,31,207
2014,SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,M6,X,29,225
2014,SUBARU,OUTBACK AWD,SUV - SMALL,3.6,6,AS5,X,24,269
2014,SUBARU,TRIBECA AWD,SUV - SMALL,3.6,6,AS5,X,22,301
2014,SUBARU,XV CROSSTREK AWD,SUV - SMALL,2,4,AV,X,33,196
2014,SUBARU,XV CROSSTREK AWD,SUV - SMALL,2,4,M5,X,31,212
2014,SUBARU,XV CROSSTREK HYBRID AWD,SUV - SMALL,2,4,AV,X,37,177
2014,TOYOTA,4RUNNER (Part-Time 4WD),SUV - STANDARD,4,6,AS5,X,22,297
2014,TOYOTA,4RUNNER 4WD,SUV - STANDARD,4,6,AS5,X,22,297
2014,TOYOTA,AVALON,MID-SIZE,3.5,6,AS6,X,29,221
2014,TOYOTA,CAMRY,MID-SIZE,2.5,4,AS6,X,34,189
2014,TOYOTA,CAMRY,MID-SIZE,3.5,6,AS6,X,29,221
2014,TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4,AV,X,50,131
2014,TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4,AV,X,47,138
2014,TOYOTA,COROLLA,MID-SIZE,1.8,4,A4,X,37,177
2014,TOYOTA,COROLLA,MID-SIZE,1.8,4,AV7,X,39,168
2014,TOYOTA,COROLLA,MID-SIZE,1.8,4,AV,X,40,163
2014,TOYOTA,COROLLA,MID-SIZE,1.8,4,M6,X,38,170
2014,TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,1.8,4,AV,X,42,156
2014,TOYOTA,COROLLA LE ECO (2-mode),MID-SIZE,1.8,4,AV,X,41,159
2014,TOYOTA,COROLLA MATRIX,STATION WAGON - SMALL,1.8,4,A4,X,33,196
2014,TOYOTA,COROLLA MATRIX,STATION WAGON - SMALL,1.8,4,M5,X,34,189
2014,TOYOTA,FJ CRUISER 4WD,SUV - SMALL,4,6,A5,X,22,297
2014,TOYOTA,FJ CRUISER 4WD,SUV - SMALL,4,6,M6,X,20,320
2014,TOYOTA,HIGHLANDER,SUV - SMALL,2.7,4,AS6,X,27,237
2014,TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,AS6,X,25,258
2014,TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,6,AS6,X,25,264
2014,TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,AV6,X,34,191
2014,TOYOTA,HIGHLANDER HYBRID AWD LE,SUV - STANDARD,3.5,6,AV6,X,34,189
2014,TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,59,110
2014,TOYOTA,PRIUS c,COMPACT,1.5,4,AV,X,60,108
2014,TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4,AV,X,51,126
2014,TOYOTA,RAV4,SUV - SMALL,2.5,4,AS6,X,32,205
2014,TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS6,X,30,216
2014,TOYOTA,RAV4 LIMITED AWD,SUV - SMALL,2.5,4,AS6,X,30,218
2014,TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,AS6,X,17,384
2014,TOYOTA,SIENNA,MINIVAN,3.5,6,AS6,X,25,260
2014,TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS6,X,23,285
2014,TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,A4,X,26,251
2014,TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,M5,X,28,235
2014,TOYOTA,TACOMA,PICKUP TRUCK - SMALL,4,6,M6,X,22,301
2014,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,A4,X,24,274
2014,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,M5,X,24,271
2014,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,4,6,A5,X,21,306
2014,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,4,6,M6,X,20,322
2014,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4,6,AS5,X,21,310
2014,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,20,329
2014,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18,356
2014,TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,19,347
2014,TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17,373
2014,TOYOTA,VENZA,SUV - SMALL,2.7,4,AS6,X,28,230
2014,TOYOTA,VENZA,SUV - SMALL,3.5,6,AS6,X,26,253
2014,TOYOTA,VENZA 4WD,SUV - SMALL,2.7,4,AS6,X,28,235
2014,TOYOTA,VENZA 4WD,SUV - SMALL,3.5,6,AS6,X,25,260
2014,TOYOTA,YARIS,COMPACT,1.5,4,A4,X,39,168
2014,TOYOTA,YARIS,COMPACT,1.5,4,M5,X,40,163
2014,VOLKSWAGEN,BEETLE,COMPACT,1.8,4,A6,X,33,196
2014,VOLKSWAGEN,BEETLE,COMPACT,1.8,4,M5,X,32,200
2014,VOLKSWAGEN,BEETLE,COMPACT,2,4,A6,Z,31,209
2014,VOLKSWAGEN,BEETLE,COMPACT,2,4,M6,Z,30,216
2014,VOLKSWAGEN,BEETLE,COMPACT,2.5,5,A6,X,29,225
2014,VOLKSWAGEN,BEETLE,COMPACT,2.5,5,M5,X,29,221
2014,VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,1.8,4,A6,X,32,200
2014,VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2,4,A6,Z,30,214
2014,VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2,4,M6,Z,30,216
2014,VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2.5,5,A6,X,28,232
2014,VOLKSWAGEN,BEETLE TDI CLEAN DIESEL,COMPACT,2,4,A6,D,39,197
2014,VOLKSWAGEN,BEETLE TDI CLEAN DIESEL,COMPACT,2,4,M6,D,39,197
2014,VOLKSWAGEN,CC,COMPACT,2,4,A6,Z,29,223
2014,VOLKSWAGEN,CC,COMPACT,2,4,M6,Z,29,225
2014,VOLKSWAGEN,CC 4MOTION,COMPACT,3.6,6,A6,Z,23,283
2014,VOLKSWAGEN,EOS,SUBCOMPACT,2,4,A6,Z,29,221
2014,VOLKSWAGEN,GOLF WAGON,STATION WAGON - SMALL,2.5,5,A6,X,30,218
2014,VOLKSWAGEN,GOLF WAGON,STATION WAGON - SMALL,2.5,5,M5,X,30,216
2014,VOLKSWAGEN,GOLF WAGON TDI CLEAN DIESEL,STATION WAGON - SMALL,2,4,A6,D,39,194
2014,VOLKSWAGEN,GOLF WAGON TDI CLEAN DIESEL,STATION WAGON - SMALL,2,4,M6,D,41,186
2014,VOLKSWAGEN,JETTA,COMPACT,1.8,4,A6,X,34,189
2014,VOLKSWAGEN,JETTA,COMPACT,1.8,4,M5,X,34,189
2014,VOLKSWAGEN,JETTA,COMPACT,2,4,A6,X,30,216
2014,VOLKSWAGEN,JETTA,COMPACT,2,4,M5,X,31,207
2014,VOLKSWAGEN,JETTA GLI,COMPACT,2,4,A6,Z,31,207
2014,VOLKSWAGEN,JETTA GLI,COMPACT,2,4,M6,Z,31,212
2014,VOLKSWAGEN,JETTA TDI CLEAN DIESEL,COMPACT,2,4,A6,D,41,186
2014,VOLKSWAGEN,JETTA TDI CLEAN DIESEL,COMPACT,2,4,M6,D,41,186
2014,VOLKSWAGEN,JETTA TURBO HYBRID,COMPACT,1.4,4,AM7,Z,52,124
2014,VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,A6,X,33,198
2014,VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,M5,X,33,198
2014,VOLKSWAGEN,PASSAT,MID-SIZE,2.5,5,A6,X,29,223
2014,VOLKSWAGEN,PASSAT,MID-SIZE,2.5,5,M5,X,29,225
2014,VOLKSWAGEN,PASSAT,MID-SIZE,3.6,6,A6,Z,26,248
2014,VOLKSWAGEN,PASSAT TDI CLEAN DIESEL,MID-SIZE,2,4,A6,D,40,192
2014,VOLKSWAGEN,PASSAT TDI CLEAN DIESEL,MID-SIZE,2,4,M6,D,42,184
2014,VOLKSWAGEN,ROUTAN,MINIVAN,3.6,6,A6,X,23,278
2014,VOLKSWAGEN,TIGUAN,SUV - SMALL,2,4,A6,Z,26,246
2014,VOLKSWAGEN,TIGUAN,SUV - SMALL,2,4,M6,Z,24,267
2014,VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2,4,A6,Z,26,246
2014,VOLKSWAGEN,TOUAREG,SUV - STANDARD,3.6,6,AS8,Z,23,281
2014,VOLKSWAGEN,TOUAREG TDI CLEAN DIESEL,SUV - STANDARD,3,6,AS8,D,27,281
2014,VOLVO,S60,COMPACT,2.5,5,AS6,X,29,223
2014,VOLVO,S60 AWD,COMPACT,2.5,5,AS6,X,28,232
2014,VOLVO,S60 AWD,COMPACT,3,6,AS6,X,25,264
2014,VOLVO,S80,MID-SIZE,3.2,6,AS6,X,28,235
2014,VOLVO,S80 AWD,MID-SIZE,3,6,AS6,X,25,264
2014,VOLVO,XC60,SUV - SMALL,3.2,6,AS6,X,25,258
2014,VOLVO,XC60 AWD,SUV - SMALL,3,6,AS6,X,24,271
2014,VOLVO,XC60 AWD,SUV - SMALL,3.2,6,AS6,X,25,264
2014,VOLVO,XC70 AWD,SUV - SMALL,3,6,AS6,X,24,271
2014,VOLVO,XC70 AWD,SUV - SMALL,3.2,6,AS6,X,25,260
2014,VOLVO,XC90 AWD,SUV - STANDARD,3.2,6,AS6,X,22,294
